Temporada,Insumo,q,Muestra,Demanda_Total,CTE
1,Harina de Trigo,2,39,3127.246235962234,5467548.379378173
1,Harina de Trigo,2,40,3149.0766824936068,5503352.106281832
1,Harina de Trigo,2,41,2388.4687434390735,4255892.559747714
1,Harina de Trigo,2,42,2421.794284490422,4310549.186629094
1,Harina de Trigo,2,43,-262.57945917611863,-92044.4244300579
1,Harina de Trigo,2,44,3162.08781759686,5524691.437443658
1,Harina de Trigo,2,45,1518.0340219228342,2828308.061563362
1,Harina de Trigo,2,46,3596.772758917276,6237610.474889963
1,Harina de Trigo,2,47,1059.6018070835562,2076441.5433793652
1,Harina de Trigo,2,48,3671.5596886199005,6360267.187531541
1,Harina de Trigo,2,49,2078.7122888002405,3747866.510321912
1,Harina de Trigo,2,50,4222.403986775498,7263697.119175759
1,Harina de Trigo,3,1,951.0538463257053,1861024.968201029
1,Harina de Trigo,3,2,1028.6983245852964,1989042.352075914
1,Harina de Trigo,3,3,870.1174908295541,1727580.0572011278
1,Harina de Trigo,3,4,3377.4522761367293,5861582.202728722
1,Harina de Trigo,3,5,2276.2451649136033,4045952.081396947
1,Harina de Trigo,3,6,4764.922011547609,8149191.698139797
1,Harina de Trigo,3,7,866.1649075240236,1721063.1820071207
1,Harina de Trigo,3,8,-210.88824836632438,-54742.778724398435
1,Harina de Trigo,3,9,325.30353283481287,829310.673925406
1,Harina de Trigo,3,10,4615.667712366786,7903106.653311151
1,Harina de Trigo,3,11,3779.7579632162133,6524889.146536305
1,Harina de Trigo,3,12,4199.00471381713,7216127.897996984
1,Harina de Trigo,3,13,3622.34721717318,6265356.04960634
1,Harina de Trigo,3,14,3270.7828244655275,5685709.501302864
1,Harina de Trigo,3,15,2055.965967202116,3682763.7743185917
1,Harina de Trigo,3,16,1200.5611819193414,2272403.5629994897
1,Harina de Trigo,3,17,5266.5333235806465,8976230.134457523
1,Harina de Trigo,3,18,2187.08381873114,3898946.1057385053
1,Harina de Trigo,3,19,4143.000809685498,7123790.703460865
1,Harina de Trigo,3,20,2543.1234061175746,4485971.191807321
1,Harina de Trigo,3,21,2934.0193846135467,5130466.224241725
1,Harina de Trigo,3,22,1255.6865324100143,2363292.230335345
1,Harina de Trigo,3,23,4653.713519376326,7965835.19228705
1,Harina de Trigo,3,24,2866.421199553833,5019012.802182496
1,Harina de Trigo,3,25,2121.7373644193153,3791205.255210398
1,Harina de Trigo,3,26,4461.9349197457805,7649637.631839682
1,Harina de Trigo,3,27,2713.6835541106357,4767184.543082403
1,Harina de Trigo,3,28,1608.2331134987392,2944558.175018778
1,Harina de Trigo,3,29,1204.175140953288,2278362.1268449454
1,Harina de Trigo,3,30,4266.56716127698,7327522.397204993
